id,Name,Unit,Amount,netAmount,surcharge
c5afd7da-99f5-4361-9613-6a32dd534cc2,Lea Snelman,9254,18208.8,2731.3199999999997,20940.12
8da62931-99bf-42ee-9750-e7e95f5722eb,Josy Quinion,2335,4370.8,655.62,5026.42
e4a5d39a-0147-40b3-b151-09114fef9eed,Vicki Bumford,7756,15212.8,2281.9199999999996,17494.719999999998
d8d8fbce-048c-4b48-afaa-e50999dad675,Tandie Campbell-Dunlop,2494,4688.8,703.32,5392.12
442a0364-ab97-4bdb-848f-c7a899d286c0,Tiena Cowdrey,6336,12372.8,1855.9199999999998,14228.72
9b5539d5-c250-42d8-a807-2be75945941b,Ellette Frascone,24,28.799999999999997,0,100
ad77b793-4543-4dab-8d32-ab4d5eb56689,Annamarie Pietranek,3922,7544.8,1131.72,8676.52
d4d02027-7bef-4058-b2b0-c245071a925e,Adrienne Ganing,6957,13614.8,2042.2199999999998,15657.019999999999
f056f3a9-1cad-4917-adf0-fc1dde0b2491,Alleen Akers,2799,5298.8,794.82,6093.62
6702e957-2592-4eb0-80b5-5c61eee4712b,Nicola Mourton,8619,16938.8,2540.8199999999997,19479.62
3e94010c-2950-413d-9bbd-250edb125fdf,Tova Geraldez,2185,4070.8,610.62,4681.42
2208c10a-ce89-4dfb-a1c9-248fe5f21b8f,Maximilianus Hobbing,6850,13400.8,2010.12,15410.919999999998
830a8e2f-5271-40da-989f-2f1ae5ac05a8,Bellanca Neles,2002,3704.8,555.72,4260.52
26f6a022-0e9d-49bf-8509-2d9e14af524c,Zaria Camelia,562,832.2,124.83,957.0300000000001
db41ddeb-bada-4dec-8964-c20780c92872,Asa Choules,766,1232.8,184.92,1417.72
c3ab2578-808b-4dba-b225-224f15cd2bc6,Adrian Bayley,2945,5590.8,838.62,6429.42
5c31a4de-ab01-445c-be12-6410f816a9ef,Filmer Poletto,303,394.79999999999995,0,394.79999999999995
4be4d1e3-029f-4e1e-9daf-bc6b73c485b8,Christabel Stapforth,8684,17068.8,2560.3199999999997,19629.12
27b8361b-d6f9-49a1-aabf-46abb917b5ad,Jerome Tubb,8802,17304.8,2595.72,19900.52
b9d89346-93f6-4377-890a-3724421d8796,Jandy Girvan,8013,15726.8,2359.02,18085.82
dea31b98-49f9-4bf9-acd7-9339be02a609,Maisie Ringrose,4806,9312.8,1396.9199999999998,10709.72
7e6c1187-e86c-454b-ba63-bb7cfb486337,Bette Saph,2425,4550.8,682.62,5233.42
9b11158c-5d69-47e3-a95c-c8316b817a68,Issie Kissick,1186,2072.8,310.92,2383.7200000000003
e8d9ba79-5717-4741-bd29-23b008e39d82,Cookie Benmore,9188,18076.8,2711.52,20788.32
96ea8042-2130-44d1-8e9e-3faf72571190,Brantley Arguile,3690,7080.8,1062.12,8142.92
689a3597-5c84-4388-9f8d-36bb9829a32b,Aksel Latchford,7227,14154.8,2123.22,16278.019999999999
d3b5284d-ef29-4452-b0ca-a58711067b02,Arlyn Jagger,3854,7408.8,1111.32,8520.12
a1cc683f-57f3-4b0d-9044-c71b0b9e3264,Carolan Ferrucci,7632,14964.8,2244.72,17209.52
7086532f-5ffb-48ec-967f-3b139083255d,Jasun Detoc,9521,18742.8,2811.4199999999996,21554.219999999998
767f56e0-8711-413b-b36b-a5ee731a87b6,Geneva Brickham,7180,14060.8,2109.12,16169.919999999998
c7eee8ab-aa79-460e-a4f9-7d6374a0c15b,Winna Slobom,476,677.4,101.61,779.01
c730b5ee-21e5-44ae-adad-10aa87e9381a,Alissa Cranney,6299,12298.8,1844.8199999999997,14143.619999999999
2f851f8d-752b-43fa-9740-10e34c2a34fa,Bradley Piatek,2735,5170.8,775.62,5946.42
3b476e37-9ba5-411f-8041-2d3b657e6cf0,Garold Dwight,9019,17738.8,2660.8199999999997,20399.62
5e8df5f7-60b7-482f-a1b3-732e31752c21,Amy Boor,8961,17622.8,2643.4199999999996,20266.219999999998
f8f57d14-6ce0-4cc0-bad5-7a2ba7d5d562,Alexandrina Joderli,1348,2396.8,359.52000000000004,2756.32
3a211082-8c1a-454a-bc51-222dca6b084e,Thorsten Toseland,6509,12718.8,1907.8199999999997,14626.619999999999
82017245-ee36-4f76-b321-8c14092c6802,Tarra Philippson,6183,12066.8,1810.0199999999998,13876.82
cecc8be2-96df-4361-8ea1-b6d49d9f1c9a,Marcelo Haxley,4360,8420.8,1263.12,9683.919999999998
b11e73a1-29c1-41a8-b5ae-d06e7495b02f,Edith Luttgert,8182,16064.8,2409.72,18474.52
07d89467-8236-4b05-a824-9bf73d3e2c71,Perla Croll,1977,3654.8,548.22,4203.02
0135970f-d8a1-4b4f-8b04-b4614f21b182,Meredith Cattini,7858,15416.8,2312.52,17729.32
72434361-3805-4c57-a099-0b47e9e84dc2,Annadiane Peasegood,451,632.4,94.86,727.26
abd0e06e-ecb6-4dbb-a1d3-8b8d315a60be,Dehlia Seniour,6701,13102.8,1965.4199999999998,15068.22
f1bbf9f5-0c6b-44da-82bd-b3ac53e46fb2,Shirley Trenam,9809,19318.8,2897.8199999999997,22216.62
2e2cb2f5-657e-4249-96ec-b80416d889b7,Rick Newton,2962,5624.8,843.72,6468.52
796ba87d-6722-4650-8aad-0ed1bfbd07f2,Cosme Salmoni,1549,2798.8,419.82,3218.6200000000003
f4f95350-3ad0-434c-8731-f30b45dbab21,Beverlee Clifton,2588,4876.8,731.52,5608.32
ecfde7a9-635a-400c-859c-d59484f47d61,Eadith Gathwaite,124,148.79999999999998,0,148.79999999999998
06ade57a-73fb-4614-89f4-2fc27d24a14d,Francine Muat,7838,15376.8,2306.52,17683.32
fd4b95c3-18ae-4772-87bb-bc0ba8f36a09,Courtnay Gage,2181,4062.8,609.42,4672.22
14cadd16-1232-4a5d-b4a5-f7d4094e12e6,Belvia Witts,5032,9764.8,1464.7199999999998,11229.519999999999
abef47a7-6496-47e0-80ba-d0756b42b07f,Virginie Swiffen,7619,14938.8,2240.8199999999997,17179.62
10f13d70-8b6c-48b2-ac12-b99d5504d22b,Holli Kasting,3654,7008.8,1051.32,8060.12
e0ecba0b-a1de-45c1-8e7f-847fdadbf210,Zorana Hugonnet,2261,4222.8,633.42,4856.22
68efa31c-14a8-4265-9447-b8409f38999b,Rudiger Reiling,5365,10430.8,1564.62,11995.419999999998
e8b582de-9301-4b65-b1a5-e7ddc2877db4,Shayne Bedells,1605,2910.8,436.62,3347.42
248919cf-b5b9-4476-bf58-02d38c31a015,Eilis O'Bradain,9103,17906.8,2686.02,20592.82
54ddb6e3-c178-427c-b44b-daf520b9c902,Peggy Clyma,7484,14668.8,2200.3199999999997,16869.12
d85efb88-875a-430f-95f2-71ce9615363d,Kennett Kroch,5748,11196.8,1679.5199999999998,12876.32
1f97d3dc-3353-4a1b-88f6-df2451098693,Genvieve Bartomieu,3741,7182.8,1077.42,8260.220000000001
28009410-4f8d-4d24-a630-66772d004458,Brynna Stansbie,8123,15946.8,2392.02,18338.82
cafd1473-b388-44f3-bb84-311c22610dc9,Desmond Mahady,9897,19494.8,2924.22,22419.02
b1eba67c-9761-4f84-aa40-91d5b50cd5d9,Boonie Pietasch,2753,5206.8,781.02,5987.82
b8fd0039-6802-421e-85a9-8e0cb81a96ef,Rivkah Hansen,7040,13780.8,2067.12,15847.919999999998
31b63f30-dfc5-4e22-a247-241b78e4b923,Hilary Malthouse,551,812.4,121.85999999999999,934.26
d3409e24-df64-413f-afad-3851041c2290,Jeanna Simmon,7945,15590.8,2338.62,17929.42
c3cc1bda-526e-40e0-9539-165d60623c29,Faydra Easterby,9959,19618.8,2942.8199999999997,22561.62
01f02519-aea3-4238-9571-abac95721776,Josias Sallenger,2458,4616.8,692.52,5309.32
2ed596a2-b45c-42fe-95af-39508beac15c,Brooke Baysting,7263,14226.8,2134.02,16360.82
feabb398-aae5-401e-99ab-4b2f89d48df1,Mallissa LAbbet,3954,7608.8,1141.32,8750.12
4f553aa8-8de1-450f-b02c-edf6f56f8fda,Ivonne Hender,3177,6054.8,908.22,6963.02
80cbad3e-ec71-4527-a9d5-7540145bcff0,Carilyn Tippetts,5444,10588.8,1588.32,12177.119999999999
8ec3fd15-dbf4-4525-a16c-72823a974c9d,Jameson Kettles,1165,2030.8,304.62,2335.42
b3fc6d51-bd65-45c9-8332-53e405ab2139,Jillane Baybutt,6654,13008.8,1951.3199999999997,14960.119999999999
978615d9-2374-4118-8bf4-a29bbbae3d52,Baillie Sine,7359,14418.8,2162.8199999999997,16581.62
e8204e74-2bf4-4341-97fe-f87faf602bdb,Mohandis Paffett,8115,15930.8,2389.62,18320.42
0f9cdddc-6928-475d-8675-d131717370b7,Nappy Pittway,8143,15986.8,2398.02,18384.82
98a82ae3-c016-4b4f-8d51-3f6415f610f5,Garrard Wilmut,4144,7988.8,1198.32,9187.12
9eeb9164-e509-4d82-a349-3af6229722ab,Stephie Kepling,2130,3960.8,594.12,4554.92
4823006e-f6f9-4c2f-99f5-dfeebf6dcdeb,Brendin Plak,1296,2292.8,343.92,2636.7200000000003
94200e8f-5ea5-423d-b368-279aa4097df8,Georgie Pedrol,4023,7746.8,1162.02,8908.82
5ca0594f-eb22-412e-9d0b-8dbe8df394c8,Dory Shergill,8607,16914.8,2537.22,19452.02
5ad3e0e5-7243-4789-868d-c52261cf0a66,Franciska Legerton,4239,8178.8,1226.82,9405.62
6c3368dc-6927-4c1c-bfc3-1b99e914a799,Maryjane Sewill,8738,17176.8,2576.52,19753.32
30184e90-8b9b-42ba-a97c-4db77e02f548,Blane Bucknell,1669,3038.8,455.82,3494.6200000000003
18c49dc5-c4f2-434e-a925-625a11d598a5,Seth Guidini,9602,18904.8,2835.72,21740.52
55a3a36d-7b14-407a-b0d8-8bf5566cc706,Hodge Juliano,6098,11896.8,1784.5199999999998,13681.32
11d8b32b-f0cf-4e6c-a38b-a0ca9549656e,Zacharie Sinney,9205,18110.8,2716.62,20827.42
a0326bb4-09b2-444e-ba9f-9e5357a4c561,Kass Pycock,6403,12506.8,1876.0199999999998,14382.82
2f56c2e0-64e0-4279-8fbe-43e5d2cc9fe5,Orrin Heinreich,9555,18810.8,2821.62,21632.42
404a6621-1e39-4dfe-88f8-3e5ac8e3a968,Willow Jiggle,2436,4572.8,685.92,5258.72
226cb69b-702b-40d3-a1a5-b81607726ae8,Jaye McFetridge,3566,6832.8,1024.92,7857.72
1e8bdfc5-88bc-4404-b6ea-f71977f47d8d,Wyn O'Howbane,3810,7320.8,1098.12,8418.92
1675e4b0-b305-4f04-9ead-ea3e32560cc8,Cassandra Murison,5966,11632.8,1744.9199999999998,13377.72
e4dd71f1-d7ed-46c2-9eb4-7067dc7ef34c,Farly Cours,6579,12858.8,1928.8199999999997,14787.619999999999
22d6a55e-072d-40a6-bfcb-df16d25042cf,Joel Isgar,4339,8378.8,1256.82,9635.619999999999
214fa9a1-dc75-4172-be79-b0d9a4dd7be4,Brigida Olivi,7503,14706.8,2206.02,16912.82
fee122fb-38b6-474c-8677-f4f8aa7d3d93,Charlie July,4838,9376.8,1406.5199999999998,10783.32
6d653f9a-25f9-449a-9cda-779712f4ae01,Marnia Winfrey,1092,1884.8,282.71999999999997,2167.52
15bc3262-9692-424b-9950-38e1b6ccc953,Gilbertina Saur,4376,8452.8,1267.9199999999998,9720.72
829dd617-e352-49cd-8d48-76cbb4172027,Zorine Satyford,3332,6364.8,954.72,7319.52
f4172cc0-4755-4e19-9d2f-84a1c40a4c22,Dominik Loughman,1024,1748.8,262.32,2011.12
7d662acd-da96-43af-a6cf-7d83a6ee4952,Vinson Orange,8053,15806.8,2371.02,18177.82
f3347053-0002-40d3-b192-ed7c36ee98ed,Joey Reddihough,3571,6842.8,1026.42,7869.22
21dbabd2-da4d-411b-8a92-fcf81a01dbec,Lucian Greyes,7048,13796.8,2069.52,15866.32
398833f8-065e-42cc-9a96-0c1c1a5dba26,Rosanne Timcke,3823,7346.8,1102.02,8448.82
b37cd49c-5b37-49c2-bfdf-9f16e569176a,Willi Rishbrook,4100,7900.8,1185.12,9085.92
62b8b278-e7ae-483b-8ee3-f77373edde29,Mari Schlag,357,475.79999999999995,71.36999999999999,547.17
f9a64ce1-66b6-47f6-99e0-9fa26a9eb1de,Konstance Gilpin,8607,16914.8,2537.22,19452.02
bf13138a-d691-4b6a-942d-b181eb472014,Maximilianus Goodding,3423,6546.8,982.02,7528.82
78fde53f-b2e6-457b-baa1-33fb2c268109,Chickie Chezelle,7690,15080.8,2262.12,17342.92
cc378d77-f0bb-487c-a05c-cf34f09ad1d6,Hersh Forte,1412,2524.8,378.72,2903.5200000000004
17780fdd-33a5-4b54-8688-d9314f8875a6,Tremain Wassung,3116,5932.8,889.92,6822.72
09ca1b6a-321f-42f3-a702-1e4309b723d8,Alika O'Rodane,6020,11740.8,1761.12,13501.919999999998
78fa5734-e66e-463e-9008-2899453580e0,Kennan Ellacott,9889,19478.8,2921.8199999999997,22400.62
7cca0972-270d-4a92-9361-c61b7f899608,Nertie Windows,686,1072.8,160.92,1233.72
9847b4df-6feb-4a09-ae86-f5a0c8994ece,Julian Rief,8401,16502.8,2475.4199999999996,18978.219999999998
c8eb435e-e61d-4962-a670-50793dd1b070,Marv Okker,888,1476.8,221.51999999999998,1698.32
167cbeae-9de7-497e-9547-65c5234fa5fe,Dov Peplaw,8609,16918.8,2537.8199999999997,19456.62
cfc35dc2-2520-4191-92a4-cb9e42079fbc,Adrianne Tomblin,4148,7996.8,1199.52,9196.32
f457dfea-e7e2-4a50-ae11-01aa8ba2efb4,Maria Sango,6733,13166.8,1975.0199999999998,15141.82
068756da-5b45-4a80-b776-877c60cf635b,Mab Stratz,4576,8852.8,1327.9199999999998,10180.72
aa44bba5-43e6-4fe8-8cd4-0fd9c2965b91,Gan Bauldry,2538,4776.8,716.52,5493.32
3037b095-2810-4bc2-9229-d2865cb199c9,Danila Curthoys,8535,16770.8,2515.62,19286.42
7631b0b0-0b95-4790-91a7-86eb2da9d60c,Darsie Wethey,8452,16604.8,2490.72,19095.52
45172ff6-0ee7-4bcd-aacf-340eb45757f1,Demott Pound,6046,11792.8,1768.9199999999998,13561.72
0bed2da0-be23-4542-8c3e-a84ce9047846,Kamila Yearn,7309,14318.8,2147.8199999999997,16466.62
d4082a45-b842-4bc9-a8f7-aa7a6bafc477,Buffy Sammut,3857,7414.8,1112.22,8527.02
039ec3b9-5b35-4a62-bb12-a87de4f43e99,Zena Joffe,7639,14978.8,2246.8199999999997,17225.62
5c6fdbce-6b52-4e6f-b1df-0e944ba411c5,Wilbur Alvarado,7254,14208.8,2131.3199999999997,16340.119999999999
e5c49ce1-62b6-4559-a5c7-dba70b98374d,Frederica Brimman,5999,11698.8,1754.82,13453.619999999999
dac0b22a-983c-447e-a6c3-c5c34984a398,Hailey Merkel,4342,8384.8,1257.7199999999998,9642.519999999999
a7227884-d6df-421a-a082-62947a51b7f4,Son Sherrock,7380,14460.8,2169.12,16629.92
e012002d-d8b0-4ec7-86a2-a51d2a2b6038,Farand Romain,8700,17100.8,2565.12,19665.92
0efd75f5-0863-49e9-8e99-d77713c12eee,Licha Voisey,7885,15470.8,2320.62,17791.42
4c3cdc85-f342-4168-8cab-86a4d6bd665a,Georgi Nayshe,2830,5360.8,804.12,6164.92
1b081d60-adf6-423c-b862-c2918e68c4f1,Artus Faloon,3455,6610.8,991.62,7602.42
e8744cab-bab4-4ee8-b87a-e370655b705f,Oswell Olphert,7518,14736.8,2210.52,16947.32
a6974b42-a5ea-44ea-824e-98d0f3b71de7,Audra Quaife,661,1022.8,153.42,1176.22
2ba8080a-9fe1-455d-ac09-022d9d91af83,Emylee Colbeck,3516,6732.8,1009.92,7742.72
93404395-c599-4d17-ae0e-903e6947690a,Abeu Grayson,6276,12252.8,1837.9199999999998,14090.72
b1e2eaa2-35e9-4221-8016-c86b55a1c90a,Margarete Navarijo,1505,2710.8,406.62,3117.42
af686eae-04a1-448c-86ad-fec6f1aec6ab,Lou Von Der Empten,9529,18758.8,2813.8199999999997,21572.62
d29eebf3-71ae-471c-9deb-fb39113d98d7,Berte Lincke,1884,3468.8,520.32,3989.1200000000003
cf124665-858e-448d-9726-4673f81ab0eb,Nonah Cast,1613,2926.8,439.02000000000004,3365.82
39fb2bf6-05a4-4ca8-887a-4a0ff8feb07a,Jarrid Hillan,6000,11700.8,1755.12,13455.919999999998
0cf7b6ed-f7f9-4f5c-86e9-24836f9841a0,Zonda Ivins,5536,10772.8,1615.9199999999998,12388.72
9f5aaae2-149a-4984-9574-272a7b1a2a3f,Foster Seydlitz,9042,17784.8,2667.72,20452.52
8cfc5687-d869-4a48-a7cc-f435d43ffabe,Cathee Barson,5834,11368.8,1705.32,13074.119999999999
b3d399fa-04f0-4292-b2a9-2ace46ddbdf2,Pippy Glew,8478,16656.8,2498.52,19155.32
8007d842-b113-469c-afc9-ae99d168dc89,Tasha Sharma,4631,8962.8,1344.4199999999998,10307.22
6397036c-0188-4f5d-be18-2c05c512c204,Lorene Delong,7442,14584.8,2187.72,16772.52
d73232dc-b997-445b-a010-624dee9d9156,Jamesy Parradye,3012,5724.8,858.72,6583.52
f6ebe3a3-b3d5-47d2-b04c-d02fd33cb85b,Garfield Gosson,5822,11344.8,1701.7199999999998,13046.519999999999
bd741743-423d-4a5f-9c66-750459584bba,Arvin Bannard,6731,13162.8,1974.4199999999998,15137.22
c3950a02-455d-4c28-b876-1e1c73ccface,Donall Kestell,9386,18472.8,2770.9199999999996,21243.719999999998
23ce5933-1321-4144-8923-fe056453c2b7,Koral Vokins,2636,4972.8,745.92,5718.72
a5e2387e-1775-46a9-aa09-e38cceb288c9,Gayle Pash,2056,3812.8,571.92,4384.72
f35d4c14-6c4a-4160-bae2-83347206b72d,Jilly Morehall,9730,19160.8,2874.12,22034.92
9566c4e4-d820-4c1f-9cca-033f1ab271a2,Dorene Howlings,696,1092.8,163.92,1256.72
67f59c6e-ddc0-4a95-903d-ba6369e35670,Jefferey Gregon,284,366.29999999999995,0,366.29999999999995
e4c716af-7c28-4fed-80b9-531c6ee40f24,Maury Bleackly,7073,13846.8,2077.02,15923.82
950a5c36-26dd-499b-a5e2-0ed2c540e0c6,Leopold Griffey,4730,9160.8,1374.12,10534.919999999998
f915e46e-5d68-45d1-ac04-c6c63d4f71f4,Susanna Shoard,1391,2482.8,372.42,2855.2200000000003
24feb745-799f-4952-a894-c5721fa0bb03,Evvie Outibridge,6041,11782.8,1767.4199999999998,13550.22
131c4d51-fdbb-4f96-8c86-3e87e84c6942,Jennee MacNulty,9122,17944.8,2691.72,20636.52
fbd69dc0-edb4-4206-a162-950b66712548,Hamid McMarquis,7990,15680.8,2352.12,18032.92
662e4bbe-fd18-46ce-86fa-13360d9ea99b,Wilek Eyckel,253,319.79999999999995,0,319.79999999999995
243239fa-62aa-4481-9d83-5ce89f95b25f,Fiann Pimlock,1482,2664.8,399.72,3064.5200000000004
8425dc9e-f379-4fbe-88c1-88ae7d9fc40e,Dorie Mushawe,599,898.8,134.82,1033.62
4dc2fa7e-dd19-4af8-8556-1e37fc46f28e,Chas Cayton,8785,17270.8,2590.62,19861.42
4887d433-7e72-4a00-ad1d-5dd1156eb469,Basia Inkle,1781,3262.8,489.42,3752.2200000000003
b9ab270d-320e-475c-8795-ab40b6e7fed4,Nealon Fosbraey,7138,13976.8,2096.52,16073.32
99e41729-5352-4abe-8caa-47a48b0e05a2,Waldemar Kettlewell,508,735,110.25,845.25
b463109a-ce5a-4c72-9420-860655d7f528,Lanita Covell,5317,10334.8,1550.2199999999998,11885.019999999999
d4160be8-015b-4c72-8a00-4352dcbd17c8,Vasily Habercham,5921,11542.8,1731.4199999999998,13274.22
fb362a2c-e541-453d-8fab-ebae402eb854,Matthew Hairyes,4133,7966.8,1195.02,9161.82
fefce183-dea3-4459-9319-56e61198c475,Uriel Marusyak,9803,19306.8,2896.02,22202.82
0e1e2101-a359-4277-831d-187fc743cd25,Gerick Cosslett,5384,10468.8,1570.32,12039.119999999999
6ac95cd5-985e-40f3-ba35-aa26892ab014,Vic Latham,1947,3594.8,539.22,4134.02
516c5df4-42b9-4d68-abc4-66e51f80bdcb,Ofelia French,8794,17288.8,2593.3199999999997,19882.12
cfde8676-0447-4e26-a6de-27d03588c330,Perri Meagh,322,423.29999999999995,63.49499999999999,486.79499999999996
dd84406b-5aa2-43cb-8e81-a6c25c18ff2f,Baxy Rome,4787,9274.8,1391.2199999999998,10666.019999999999
db4e53ee-527a-427d-bb3a-32082ee9c7c7,Les Chatres,8213,16126.8,2419.02,18545.82
8addbee7-b95e-4001-9f8e-77168309c718,Sybilla Casbon,3841,7382.8,1107.42,8490.220000000001
e4a17a2b-19e7-4bd0-a2c8-c002bbfd3e94,Noelle Maberley,1080,1860.8,279.12,2139.92
2c176057-f4bf-4574-bebd-352223127528,Peri Rodgman,1231,2162.8,324.42,2487.2200000000003
0ddfdfaf-d370-482d-b6d2-cdf76ea6d10c,Leoline Lortz,8012,15724.8,2358.72,18083.52
e0ae7072-25c7-4009-aa95-d7ff4667c87c,Mychal Fairleigh,325,427.79999999999995,64.16999999999999,491.9699999999999
1b45d5fc-8195-4305-ad04-65625bbda2de,Cleon Harrild,1897,3494.8,524.22,4019.0200000000004
3a452935-e62f-4c40-b58e-5c9a45ebd06c,Darrell Cowap,7488,14676.8,2201.52,16878.32
750e099b-3d1a-4d58-8385-ff9c94f31909,Isiahi Priddle,2392,4484.8,672.72,5157.52
3c434e97-916a-4718-9f3f-ecd305c310d8,Rufus Dael,5985,11670.8,1750.62,13421.419999999998
0fc44764-92b7-4174-800a-27847056b17a,Faye Kennler,53,63.599999999999994,0,100
b790093d-bfd4-45b7-9618-5033c9252a8e,Aylmar Mayho,3669,7038.8,1055.82,8094.62
8e374f62-f7f7-484e-9d17-2c554b4ff391,Gertrud Gaitley,7972,15644.8,2346.72,17991.52
9004e443-d2df-4806-b818-6b708429bdad,Raffarty Gatheral,1419,2538.8,380.82,2919.6200000000003
3370ce82-e117-46ce-bf12-c8fcf7a1e1e6,Lisha Sharkey,8929,17558.8,2633.8199999999997,20192.62
7f10be09-625a-4ec1-bfd6-83c3613c9169,Teriann Slowley,2167,4034.8,605.22,4640.02
5903789d-60de-40a5-b60c-154dfb7a3942,Agace Goater,1184,2068.8,310.32,2379.1200000000003
90d93123-73cc-49b9-a9f2-c17166d3ba6e,Olivie Higgan,1825,3350.8,502.62,3853.42
c1d0b1a5-58de-4849-bd72-27972d8349b5,Alano Serchwell,1473,2646.8,397.02000000000004,3043.82
5a86b5b7-1424-4894-89ee-7b46c91d82d1,Madalyn Hardwick,3872,7444.8,1116.72,8561.52
dcd80f41-7367-4280-af44-c0b87b262c5d,Melodie Howman,2203,4106.8,616.02,4722.82
1e77a359-850c-46d3-8dbb-ff1e448955d2,Bentlee Rigard,4355,8410.8,1261.62,9672.419999999998
39c2beb1-a621-4a3f-a11c-0e5b5c68ad8a,Virginia Kittman,171,205.2,0,205.2
f17437d1-f4af-42e0-9e44-c4197b6d87fa,Denni Corneille,5409,10518.8,1577.82,12096.619999999999
24d66b61-7b15-49df-9591-6e45c91122b2,Rich Freeland,7088,13876.8,2081.52,15958.32
58526eb4-8f92-45a1-bb89-520635b6d2c6,Elfie Laurand,2637,4974.8,746.22,5721.02
f33d14c0-c053-4671-b4f7-3360d68dfc4b,Townie Critchlow,3512,6724.8,1008.72,7733.52
2f46d564-f319-4eb6-9155-6fa3a30e42ac,Keslie Gilby,4061,7822.8,1173.42,8996.220000000001
38ad9aaf-b527-4f74-8307-50fe0d7e9e59,Tiffani Cyster,3670,7040.8,1056.12,8096.92
508be847-5a72-431e-a140-572af60d2b51,Jobey MacIntyre,7929,15558.8,2333.8199999999997,17892.62
2fb75043-c68b-420d-b9de-ffc930a06d23,Lammond Canfer,5614,10928.8,1639.32,12568.119999999999
51563949-01d8-4318-a1d5-e57d9e7d2b37,Kristan Orsman,4493,8686.8,1303.0199999999998,9989.82
846cd84b-bc70-4ddb-b757-cf051f7cfeb3,Shaylynn Condell,1677,3054.8,458.22,3513.0200000000004
dd5a4ac8-3204-4590-8705-74bd86ccf23a,Natale Ruperti,474,673.8,101.07,774.8699999999999
c00ea6b8-a1a6-4873-80c5-cd14d73ddafd,Rozalin Symon,323,424.79999999999995,63.71999999999999,488.5199999999999
ec12e2e7-da7c-4fe2-af6f-bc277c54af7f,Akim Pladen,8521,16742.8,2511.4199999999996,19254.219999999998
7f725d5d-29ee-41c1-9976-89c11907aadf,Burnaby Sawkins,9391,18482.8,2772.4199999999996,21255.219999999998
44624dc7-ef67-4509-b1ee-ce015d2e0506,Renee Ohm,3092,5884.8,882.72,6767.52
208e4ffa-792e-4354-b2d9-d96f52f6a07f,Aurora Cockerill,9530,18760.8,2814.12,21574.92
ae5dce3c-b100-4a3c-98e7-90c610741fa8,Eada Gremain,1725,3150.8,472.62,3623.42
